Match_ID,Start Date,Country,Country_ID,Opposition,Ground,Toss,Score,Wickets,Overs,RPO,Target,Inns,Margin,Result
ODI # 3467,31-Jan-14,India,6,New Zealand,Wellington,won,216,10,49.4,4.34,304,2,87 runs,lost
ODI # 3469,17-Feb-14,SriLanka,8,Bangladesh,Dhaka,lost,180,10,40,4.5,,1,13 runs,won
ODI # 3469,17-Feb-14,Bangladesh,25,Sri Lanka,Dhaka,won,167,10,39.2,4.24,181,2,13 runs,lost
ODI # 3470,20-Feb-14,SriLanka,8,Bangladesh,Dhaka,won,289,6,50,5.78,,1,61 runs,won
ODI # 3470,20-Feb-14,Bangladesh,25,Sri Lanka,Dhaka,lost,228,10,43,5.3,290,2,61 runs,lost
ODI # 3471,22-Feb-14,SriLanka,8,Bangladesh,Dhaka,won,246,4,47.3,5.17,241,2,6 wickets,won
ODI # 3471,22-Feb-14,Bangladesh,25,Sri Lanka,Dhaka,lost,240,8,50,4.8,,1,6 wickets,lost
ODI # 3473,25-Feb-14,SriLanka,8,Pakistan,Fatullah,won,296,6,50,5.92,,1,12 runs,won
ODI # 3473,25-Feb-14,Pakistan,7,Sri Lanka,Fatullah,lost,284,10,48.5,5.81,297,2,12 runs,lost
ODI # 3474,26-Feb-14,India,6,Bangladesh,Fatullah,won,280,4,49,5.71,280,2,6 wickets,won
ODI # 3474,26-Feb-14,Bangladesh,25,India,Fatullah,lost,279,7,50,5.58,,1,6 wickets,lost
ODI # 3475,27-Feb-14,Pakistan,7,Afghanistan,Fatullah,lost,248,8,50,4.96,,1,72 runs,won
ODI # 3475,27-Feb-14,Afghanistan,40,Pakistan,Fatullah,won,176,10,47.2,3.71,249,2,72 runs,lost
ODI # 3476,28-Feb-14,SriLanka,8,India,Fatullah,won,265,8,49.2,5.37,265,2,2 wickets,won
ODI # 3476,28-Feb-14,India,6,Sri Lanka,Fatullah,lost,264,9,50,5.28,,1,2 wickets,lost
ODI # 3477,28-Feb-14,WestIndies,4,England,North Sound,lost,269,6,50,5.38,,1,15 runs,won
ODI # 3477,28-Feb-14,England,1,West Indies,North Sound,won,254,6,50,5.08,270,2,15 runs,lost
ODI # 3478,01-Mar-14,Bangladesh,25,Afghanistan,Fatullah,won,222,10,47.5,4.64,255,2,32 runs,lost
ODI # 3478,01-Mar-14,Afghanistan,40,Bangladesh,Fatullah,lost,254,6,50,5.08,,1,32 runs,won
ODI # 3479,02-Mar-14,Pakistan,7,India,Dhaka,won,249,9,49.4,5.01,246,2,1 wickets,won
ODI # 3479,02-Mar-14,India,6,Pakistan,Dhaka,lost,245,8,50,4.9,,1,1 wickets,lost
ODI # 3480,02-Mar-14,WestIndies,4,England,North Sound,lost,159,10,44.2,3.58,,1,3 wickets,lost
ODI # 3480,02-Mar-14,England,1,West Indies,North Sound,won,163,7,44.5,3.63,160,2,3 wickets,won
ODI # 3481,03-Mar-14,SriLanka,8,Afghanistan,Dhaka,won,253,6,50,5.06,,1,129 runs,won
ODI # 3481,03-Mar-14,Afghanistan,40,Sri Lanka,Dhaka,lost,124,10,38.4,3.2,254,2,129 runs,lost
ODI # 3482,04-Mar-14,Pakistan,7,Bangladesh,Dhaka,lost,329,7,49.5,6.6,327,2,3 wickets,won
ODI # 3482,04-Mar-14,Bangladesh,25,Pakistan,Dhaka,won,326,3,50,6.52,,1,3 wickets,lost
ODI # 3483,05-Mar-14,India,6,Afghanistan,Dhaka,won,160,2,32.2,4.94,160,2,8 wickets,won
ODI # 3483,05-Mar-14,Afghanistan,40,India,Dhaka,lost,159,10,45.2,3.5,,1,8 wickets,lost
ODI # 3484,05-Mar-14,WestIndies,4,England,North Sound,won,278,10,47.4,5.83,304,2,25 runs,lost
ODI # 3484,05-Mar-14,England,1,West Indies,North Sound,lost,303,6,50,6.06,,1,25 runs,won
ODI # 3485,06-Mar-14,SriLanka,8,Bangladesh,Dhaka,lost,208,7,49,4.24,205,2,3 wickets,won
ODI # 3485,06-Mar-14,Bangladesh,25,Sri Lanka,Dhaka,won,204,9,50,4.08,,1,3 wickets,lost
ODI # 3486,08-Mar-14,SriLanka,8,Pakistan,Dhaka,lost,261,5,46.2,5.63,261,2,5 wickets,won
ODI # 3486,08-Mar-14,Pakistan,7,Sri Lanka,Dhaka,won,260,5,50,5.2,,1,5 wickets,lost
ODI # 3492,22-May-14,SriLanka,8,England,The Oval,won,144,10,27.5,5.17,226,2,81 runs,lost
ODI # 3492,22-May-14,England,1,Sri Lanka,The Oval,lost,247,6,39,6.33,,1,81 runs,won
ODI # 3493,25-May-14,SriLanka,8,England,Chester-le-Street,lost,256,8,50,5.12,,1,157 runs,won
ODI # 3493,25-May-14,England,1,Sri Lanka,Chester-le-Street,won,99,10,26.1,3.78,257,2,157 runs,lost
ODI # 3494,28-May-14,SriLanka,8,England,Manchester,lost,67,10,24,2.79,,1,10 wickets,lost
ODI # 3494,28-May-14,England,1,Sri Lanka,Manchester,won,73,0,12.1,6,68,2,10 wickets,won
ODI # 3495,31-May-14,SriLanka,8,England,Lord's,lost,300,9,50,6,,1,7 runs,won
ODI # 3495,31-May-14,England,1,Sri Lanka,Lord's,won,293,8,50,5.86,301,2,7 runs,lost
ODI # 3496,03-Jun-14,SriLanka,8,England,Birmingham,lost,222,4,48.2,4.59,220,2,6 wickets,won
ODI # 3496,03-Jun-14,England,1,Sri Lanka,Birmingham,won,219,10,48.1,4.54,,1,6 wickets,lost
ODI # 3497,15-Jun-14,India,6,Bangladesh,Dhaka,lost,153,3,24.5,6.16,150,2,7 wickets,won
ODI # 3497,15-Jun-14,Bangladesh,25,India,Dhaka,won,272,9,50,5.44,,1,7 wickets,lost
ODI # 3498,17-Jun-14,India,6,Bangladesh,Dhaka,lost,105,10,25.3,4.11,,1,47 runs,won
ODI # 3498,17-Jun-14,Bangladesh,25,India,Dhaka,won,58,10,17.4,3.28,106,2,47 runs,lost
ODI # 3500,06-Jul-14,SriLanka,8,South Africa,Colombo (RPS),lost,229,10,40.3,5.65,305,2,75 runs,lost
ODI # 3500,06-Jul-14,SouthAfrica,3,Sri Lanka,Colombo (RPS),won,304,5,50,6.08,,1,75 runs,won
ODI # 3501,09-Jul-14,SriLanka,8,South Africa,Pallekele,won,267,10,49.2,5.41,,1,87 runs,won
ODI # 3501,09-Jul-14,SouthAfrica,3,Sri Lanka,Pallekele,lost,180,10,38.1,4.71,268,2,87 runs,lost
ODI # 3502,12-Jul-14,SriLanka,8,South Africa,Hambantota,lost,257,10,44.3,5.77,340,2,82 runs,lost
ODI # 3502,12-Jul-14,SouthAfrica,3,Sri Lanka,Hambantota,won,339,5,50,6.78,,1,82 runs,won
ODI # 3509,20-Aug-14,WestIndies,4,Bangladesh,St George's,won,219,7,39.4,5.52,218,2,3 wickets,won
ODI # 3509,20-Aug-14,Bangladesh,25,West Indies,St George's,lost,217,9,50,4.34,,1,3 wickets,lost
ODI # 3511,22-Aug-14,WestIndies,4,Bangladesh,St George's,lost,247,7,50,4.94,,1,177 runs,won
ODI # 3511,22-Aug-14,Bangladesh,25,West Indies,St George's,won,70,10,24.4,2.83,248,2,177 runs,lost
ODI # 3512,23-Aug-14,SriLanka,8,Pakistan,Hambantota,lost,275,7,45,6.11,,1,4 wickets,lost
ODI # 3512,23-Aug-14,Pakistan,7,Sri Lanka,Hambantota,won,277,6,44.5,6.17,275,2,4 wickets,won
ODI # 3514,25-Aug-14,WestIndies,4,Bangladesh,Basseterre,won,338,7,50,6.76,,1,91 runs,won
ODI # 3514,25-Aug-14,Bangladesh,25,West Indies,Basseterre,lost,247,8,50,4.94,339,2,91 runs,lost
ODI # 3515,26-Aug-14,SriLanka,8,Pakistan,Hambantota,won,310,9,50,6.2,,1,77 runs,won
ODI # 3515,26-Aug-14,Pakistan,7,Sri Lanka,Hambantota,lost,233,10,43.5,5.31,311,2,77 runs,lost
ODI # 3516,27-Aug-14,SouthAfrica,3,Australia,Harare,won,328,3,46.4,7.02,328,2,7 wickets,won
ODI # 3516,27-Aug-14,Australia,2,South Africa,Harare,lost,327,7,50,6.54,,1,7 wickets,lost
ODI # 3517,27-Aug-14,India,6,England,Cardiff,lost,304,6,50,6.08,,1,133 runs,won
ODI # 3517,27-Aug-14,England,1,India,Cardiff,won,161,10,38.1,4.21,295,2,133 runs,lost
ODI # 3519,30-Aug-14,SriLanka,8,Pakistan,Dambulla,lost,104,3,18.2,5.67,101,2,7 wickets,won
ODI # 3519,30-Aug-14,Pakistan,7,Sri Lanka,Dambulla,won,102,10,32.1,3.17,,1,7 wickets,lost
ODI # 3520,30-Aug-14,India,6,England,Nottingham,won,228,4,43,5.3,228,2,6 wickets,won
ODI # 3520,30-Aug-14,England,1,India,Nottingham,lost,227,10,50,4.54,,1,6 wickets,lost
ODI # 3522,02-Sep-14,SouthAfrica,3,Australia,Harare,won,220,10,44,5,283,2,62 runs,lost
ODI # 3522,02-Sep-14,Australia,2,South Africa,Harare,lost,282,7,50,5.64,,1,62 runs,won
ODI # 3523,02-Sep-14,India,6,England,Birmingham,won,212,1,30.3,6.95,207,2,9 wickets,won
ODI # 3523,02-Sep-14,England,1,India,Birmingham,lost,206,10,49.3,4.16,,1,9 wickets,lost
ODI # 3525,05-Sep-14,India,6,England,Leeds,won,253,10,48.4,5.19,295,2,41 runs,lost
ODI # 3525,05-Sep-14,England,1,India,Leeds,lost,294,7,50,5.88,,1,41 runs,won
ODI # 3526,06-Sep-14,SouthAfrica,3,Australia,Harare,won,221,4,40.5,5.41,218,2,6 wickets,won
ODI # 3526,06-Sep-14,Australia,2,South Africa,Harare,lost,217,9,50,4.34,,1,6 wickets,lost
ODI # 3530,07-Oct-14,Pakistan,7,Australia,Sharjah,lost,162,10,36.3,4.43,256,2,93 runs,lost
ODI # 3530,07-Oct-14,Australia,2,Pakistan,Sharjah,won,255,8,50,5.1,,1,93 runs,won
ODI # 3531,08-Oct-14,WestIndies,4,India,Kochi,lost,321,6,50,6.42,,1,124 runs,won
ODI # 3531,08-Oct-14,India,6,West Indies,Kochi,won,197,10,41,4.8,322,2,124 runs,lost
ODI # 3532,10-Oct-14,Pakistan,7,Australia,Dubai (DSC),won,215,10,49.3,4.34,,1,5 wickets,lost
ODI # 3532,10-Oct-14,Australia,2,Pakistan,Dubai (DSC),lost,217,5,43.2,5,216,2,5 wickets,won
ODI # 3533,11-Oct-14,WestIndies,4,India,Delhi,lost,215,10,46.3,4.62,264,2,48 runs,lost
ODI # 3533,11-Oct-14,India,6,West Indies,Delhi,won,263,7,50,5.26,,1,48 runs,won
ODI # 3534,12-Oct-14,Pakistan,7,Australia,Abu Dhabi,lost,230,10,50,4.6,232,2,1 runs,lost
ODI # 3534,12-Oct-14,Australia,2,Pakistan,Abu Dhabi,won,231,9,50,4.62,,1,1 runs,won
ODI # 3535,17-Oct-14,WestIndies,4,India,Dharamsala,won,271,10,48.1,5.62,331,2,59 runs,lost
ODI # 3535,17-Oct-14,India,6,West Indies,Dharamsala,lost,330,6,50,6.6,,1,59 runs,won
ODI # 3536,21-Oct-14,SouthAfrica,3,New Zealand,Mount Maunganui,won,236,4,48.1,4.89,231,2,6 wickets,won
ODI # 3536,21-Oct-14,Newzealad,5,South Africa,Mount Maunganui,lost,230,10,45.1,5.09,,1,6 wickets,lost
ODI # 3537,24-Oct-14,SouthAfrica,3,New Zealand,Mount Maunganui,lost,282,9,50,5.64,,1,72 runs,won
ODI # 3537,24-Oct-14,Newzealad,5,South Africa,Mount Maunganui,won,210,10,46.3,4.51,283,2,72 runs,lost
ODI # 3539,02-Nov-14,SriLanka,8,India,Cuttack,won,194,10,39.2,4.93,364,2,169 runs,lost
ODI # 3539,02-Nov-14,India,6,Sri Lanka,Cuttack,lost,363,5,50,7.26,,1,169 runs,won
ODI # 3540,06-Nov-14,SriLanka,8,India,Ahmedabad,won,274,8,50,5.48,,1,6 wickets,lost
ODI # 3540,06-Nov-14,India,6,Sri Lanka,Ahmedabad,lost,275,4,44.3,6.17,275,2,6 wickets,won
ODI # 3543,09-Nov-14,SriLanka,8,India,Hyderabad (Deccan),won,242,10,48.2,5,,1,6 wickets,lost
ODI # 3543,09-Nov-14,India,6,Sri Lanka,Hyderabad (Deccan),lost,245,4,44.1,5.54,243,2,6 wickets,won
ODI # 3544,13-Nov-14,SriLanka,8,India,Kolkata,lost,251,10,43.1,5.81,405,2,153 runs,lost
ODI # 3544,13-Nov-14,India,6,Sri Lanka,Kolkata,won,404,5,50,8.08,,1,153 runs,won
ODI # 3545,14-Nov-14,SouthAfrica,3,Australia,Perth,won,268,10,48.1,5.56,301,2,32 runs,lost
ODI # 3545,14-Nov-14,Australia,2,South Africa,Perth,lost,300,8,50,6,,1,32 runs,won
ODI # 3546,16-Nov-14,SouthAfrica,3,Australia,Perth,lost,157,7,27.4,5.67,155,2,3 wickets,won
ODI # 3546,16-Nov-14,Australia,2,South Africa,Perth,won,154,10,41.4,3.69,,1,3 wickets,lost
ODI # 3547,16-Nov-14,SriLanka,8,India,Ranchi,won,286,8,50,5.72,,1,3 wickets,lost
ODI # 3547,16-Nov-14,India,6,Sri Lanka,Ranchi,lost,288,7,48.4,5.91,287,2,3 wickets,won
ODI # 3548,19-Nov-14,SouthAfrica,3,Australia,Canberra,lost,256,10,44.3,5.75,330,2,73 runs,lost
ODI # 3548,19-Nov-14,Australia,2,South Africa,Canberra,won,329,5,50,6.58,,1,73 runs,won
ODI # 3549,21-Nov-14,SouthAfrica,3,Australia,Melbourne,won,267,8,50,5.34,,1,3 wickets,lost
ODI # 3549,21-Nov-14,Australia,2,South Africa,Melbourne,lost,268,7,49,5.46,268,2,3 wickets,won
ODI # 3551,23-Nov-14,SouthAfrica,3,Australia,Sydney,won,280,6,50,5.6,,1,2 wickets,lost
ODI # 3551,23-Nov-14,Australia,2,South Africa,Sydney,lost,275,8,47.1,5.83,275,2,2 wickets,won
ODI # 3554,26-Nov-14,SriLanka,8,England,Colombo (RPS),lost,317,6,50,6.34,,1,25 runs,won
ODI # 3554,26-Nov-14,England,1,Sri Lanka,Colombo (RPS),won,292,10,47.1,6.19,318,2,25 runs,lost
ODI # 3557,29-Nov-14,SriLanka,8,England,Colombo (RPS),lost,186,2,34.2,5.41,186,2,8 wickets,won
ODI # 3557,29-Nov-14,England,1,Sri Lanka,Colombo (RPS),won,185,10,43,4.3,,1,8 wickets,lost
ODI # 3561,03-Dec-14,SriLanka,8,England,Hambantota,won,242,8,35,6.91,,1,5 wickets,lost
ODI # 3561,03-Dec-14,England,1,Sri Lanka,Hambantota,lost,236,5,33.4,7,236,2,5 wickets,won
ODI # 3563,07-Dec-14,SriLanka,8,England,Colombo (RPS),lost,267,4,49.4,5.37,266,2,6 wickets,won
ODI # 3563,07-Dec-14,England,1,Sri Lanka,Colombo (RPS),won,265,10,50,5.3,,1,6 wickets,lost
ODI # 3564,08-Dec-14,Pakistan,7,New Zealand,Dubai (DSC),won,250,7,49.3,5.05,247,2,3 wickets,won
ODI # 3564,08-Dec-14,Newzealad,5,Pakistan,Dubai (DSC),lost,246,7,50,4.92,,1,3 wickets,lost
ODI # 3565,10-Dec-14,SriLanka,8,England,Pallekele,lost,239,10,49,4.87,,1,5 wickets,lost
ODI # 3565,10-Dec-14,England,1,Sri Lanka,Pallekele,won,240,5,49.1,4.88,240,2,5 wickets,won
ODI # 3566,12-Dec-14,Pakistan,7,New Zealand,Sharjah,won,252,10,48.3,5.19,,1,4 wickets,lost
ODI # 3566,12-Dec-14,Newzealad,5,Pakistan,Sharjah,lost,255,6,46,5.54,253,2,4 wickets,won
ODI # 3567,13-Dec-14,SriLanka,8,England,Pallekele,won,292,7,50,5.84,,1,90 runs,won
ODI # 3567,13-Dec-14,England,1,Sri Lanka,Pallekele,lost,202,10,41.3,4.86,293,2,90 runs,lost
ODI # 3568,14-Dec-14,Pakistan,7,New Zealand,Sharjah,won,364,7,50,7.28,,1,147 runs,won
ODI # 3568,14-Dec-14,Newzealad,5,Pakistan,Sharjah,lost,217,10,38.2,5.66,365,2,147 runs,lost
ODI # 3569,16-Dec-14,SriLanka,8,England,Colombo (RPS),won,302,6,50,6.04,,1,87 runs,won
ODI # 3569,16-Dec-14,England,1,Sri Lanka,Colombo (RPS),lost,215,10,45.5,4.69,303,2,87 runs,lost
ODI # 3570,17-Dec-14,Pakistan,7,New Zealand,Abu Dhabi,lost,292,8,50,5.84,300,2,7 runs,lost
ODI # 3570,17-Dec-14,Newzealad,5,Pakistan,Abu Dhabi,won,299,5,50,5.98,,1,7 runs,won
ODI # 3571,19-Dec-14,Pakistan,7,New Zealand,Abu Dhabi,lost,207,10,43.3,4.75,276,2,68 runs,lost
ODI # 3571,19-Dec-14,Newzealad,5,Pakistan,Abu Dhabi,won,275,4,50,5.5,,1,68 runs,won
ODI # 3574,11-Jan-15,SriLanka,8,New Zealand,Christchurch,won,218,9,50,4.36,,1,3 wickets,lost
ODI # 3574,11-Jan-15,Newzealad,5,Sri Lanka,Christchurch,lost,219,7,43,5.09,219,2,3 wickets,won
ODI # 3577,15-Jan-15,SriLanka,8,New Zealand,Hamilton,lost,252,4,47.4,5.28,249,2,6 wickets,won
ODI # 3577,15-Jan-15,Newzealad,5,Sri Lanka,Hamilton,won,248,10,50,4.96,,1,6 wickets,lost
ODI # 3578,16-Jan-15,England,1,Australia,Sydney,won,234,10,47.5,4.89,,1,3 wickets,lost
ODI # 3578,16-Jan-15,Australia,2,England,Sydney,lost,235,7,39.5,5.89,235,2,3 wickets,won
ODI # 3579,16-Jan-15,WestIndies,4,South Africa,Durban,lost,164,10,28.2,5.78,226,2,61 runs,lost
ODI # 3579,16-Jan-15,SouthAfrica,3,West Indies,Durban,won,279,8,48.2,5.77,,1,61 runs,won
ODI # 3582,18-Jan-15,India,6,Australia,Melbourne,won,267,8,50,5.34,,1,4 wickets,lost
ODI # 3582,18-Jan-15,Australia,2,India,Melbourne,lost,269,6,49,5.48,268,2,4 wickets,won
ODI # 3583,18-Jan-15,WestIndies,4,South Africa,Johannesburg,won,291,7,50,5.82,440,2,148 runs,lost
ODI # 3583,18-Jan-15,SouthAfrica,3,West Indies,Johannesburg,lost,439,2,50,8.78,,1,148 runs,won
ODI # 3585,20-Jan-15,SriLanka,8,New Zealand,Nelson,won,276,10,49.3,5.57,,1,4 wickets,lost
ODI # 3585,20-Jan-15,Newzealad,5,Sri Lanka,Nelson,lost,280,6,48.1,5.81,277,2,4 wickets,won
ODI # 3586,20-Jan-15,India,6,England,Brisbane,won,153,10,39.3,3.87,,1,9 wickets,lost
ODI # 3586,20-Jan-15,England,1,India,Brisbane,lost,156,1,27.3,5.67,154,2,9 wickets,won
ODI # 3587,21-Jan-15,WestIndies,4,South Africa,East London,won,122,10,33.4,3.62,,1,9 wickets,lost
ODI # 3587,21-Jan-15,SouthAfrica,3,West Indies,East London,lost,124,1,24.4,5.02,123,2,9 wickets,won
ODI # 3588,23-Jan-15,SriLanka,8,New Zealand,Dunedin,won,252,10,43.4,5.77,361,2,108 runs,lost
ODI # 3588,23-Jan-15,Newzealad,5,Sri Lanka,Dunedin,lost,360,5,50,7.2,,1,108 runs,won
ODI # 3589,23-Jan-15,England,1,Australia,Hobart,lost,303,8,50,6.06,,1,3 wickets,lost
ODI # 3589,23-Jan-15,Australia,2,England,Hobart,won,304,7,49.5,6.1,304,2,3 wickets,won
ODI # 3590,25-Jan-15,SriLanka,8,New Zealand,Dunedin,lost,195,10,40.3,4.81,316,2,120 runs,lost
ODI # 3590,25-Jan-15,Newzealad,5,Sri Lanka,Dunedin,won,315,8,50,6.3,,1,120 runs,won
ODI # 3591,25-Jan-15,WestIndies,4,South Africa,Port Elizabeth,won,266,9,48.3,5.48,263,2,1 wickets,won
ODI # 3591,25-Jan-15,SouthAfrica,3,West Indies,Port Elizabeth,lost,262,8,50,5.24,,1,1 wickets,lost
ODI # 3593,28-Jan-15,WestIndies,4,South Africa,Centurion,won,230,10,37.4,6.1,362,2,131 runs,lost
ODI # 3593,28-Jan-15,SouthAfrica,3,West Indies,Centurion,lost,361,5,42,8.59,,1,131 runs,won
ODI # 3594,29-Jan-15,SriLanka,8,New Zealand,Wellington,won,287,6,50,5.74,,1,34 runs,won
ODI # 3594,29-Jan-15,Newzealad,5,Sri Lanka,Wellington,lost,253,10,45.2,5.58,288,2,34 runs,lost
ODI # 3595,30-Jan-15,India,6,England,Perth,lost,200,10,48.1,4.15,,1,3 wickets,lost
ODI # 3595,30-Jan-15,England,1,India,Perth,won,201,7,46.5,4.29,201,2,3 wickets,won
ODI # 3596,31-Jan-15,Pakistan,7,New Zealand,Wellington,lost,210,10,45.3,4.61,,1,7 wickets,lost
ODI # 3596,31-Jan-15,Newzealad,5,Pakistan,Wellington,won,213,3,39.3,5.39,211,2,7 wickets,won
ODI # 3597,01-Feb-15,England,1,Australia,Perth,won,166,10,39.1,4.23,279,2,112 runs,lost
ODI # 3597,01-Feb-15,Australia,2,England,Perth,lost,278,8,50,5.56,,1,112 runs,won
ODI # 3598,03-Feb-15,Pakistan,7,New Zealand,Napier,lost,250,10,43.1,5.79,370,2,119 runs,lost
ODI # 3598,03-Feb-15,Newzealad,5,Pakistan,Napier,won,369,5,50,7.38,,1,119 runs,won
ODI # 3599,14-Feb-15,SriLanka,8,New Zealand,Christchurch,won,233,10,46.1,5.04,332,2,98 runs,lost
ODI # 3599,14-Feb-15,Newzealad,5,Sri Lanka,Christchurch,lost,331,6,50,6.62,,1,98 runs,won
ODI # 3600,14-Feb-15,England,1,Australia,Melbourne,won,231,10,41.5,5.52,343,2,111 runs,lost
ODI # 3600,14-Feb-15,Australia,2,England,Melbourne,lost,342,9,50,6.84,,1,111 runs,won
ODI # 3602,15-Feb-15,Pakistan,7,India,Adelaide,lost,224,10,47,4.76,301,2,76 runs,lost
ODI # 3602,15-Feb-15,India,6,Pakistan,Adelaide,won,300,7,50,6,,1,76 runs,won
ODI # 3605,18-Feb-15,Bangladesh,25,Afghanistan,Canberra,won,267,10,50,5.34,,1,105 runs,won
ODI # 3605,18-Feb-15,Afghanistan,40,Bangladesh,Canberra,lost,162,10,42.5,3.78,268,2,105 runs,lost
ODI # 3607,20-Feb-15,Newzealad,5,England,Wellington,lost,125,2,12.2,10.13,124,2,8 wickets,won
ODI # 3607,20-Feb-15,England,1,New Zealand,Wellington,won,123,10,33.2,3.69,,1,8 wickets,lost
ODI # 3608,21-Feb-15,WestIndies,4,Pakistan,Christchurch,lost,310,6,50,6.2,,1,150 runs,won
ODI # 3608,21-Feb-15,Pakistan,7,West Indies,Christchurch,won,160,10,39,4.1,311,2,150 runs,lost
ODI # 3609,22-Feb-15,SriLanka,8,Afghanistan,Dunedin,won,236,6,48.2,4.88,233,2,4 wickets,won
ODI # 3609,22-Feb-15,Afghanistan,40,Sri Lanka,Dunedin,lost,232,10,49.4,4.67,,1,4 wickets,lost
ODI # 3610,22-Feb-15,SouthAfrica,3,India,Melbourne,lost,177,10,40.2,4.38,308,2,130 runs,lost
ODI # 3610,22-Feb-15,India,6,South Africa,Melbourne,won,307,7,50,6.14,,1,130 runs,won
ODI # 3615,26-Feb-15,SriLanka,8,Bangladesh,Melbourne,won,332,1,50,6.64,,1,92 runs,won
ODI # 3615,26-Feb-15,Bangladesh,25,Sri Lanka,Melbourne,lost,240,10,47,5.1,333,2,92 runs,lost
ODI # 3616,27-Feb-15,WestIndies,4,South Africa,Sydney,lost,151,10,33.1,4.55,409,2,257 runs,lost
ODI # 3616,27-Feb-15,SouthAfrica,3,West Indies,Sydney,won,408,5,50,8.16,,1,257 runs,won
ODI # 3617,28-Feb-15,Newzealad,5,Australia,Auckland,lost,152,9,23.1,6.56,152,2,1 wickets,won
ODI # 3617,28-Feb-15,Australia,2,New Zealand,Auckland,won,151,10,32.2,4.67,,1,1 wickets,lost
ODI # 3619,01-Mar-15,SriLanka,8,England,Wellington,lost,312,1,47.2,6.59,310,2,9 wickets,won
ODI # 3619,01-Mar-15,England,1,Sri Lanka,Wellington,won,309,6,50,6.18,,1,9 wickets,lost
ODI # 3623,04-Mar-15,Australia,2,Afghanistan,Perth,lost,417,6,50,8.34,,1,275 runs,won
ODI # 3623,04-Mar-15,Afghanistan,40,Australia,Perth,won,142,10,37.3,3.78,418,2,275 runs,lost
ODI # 3625,06-Mar-15,WestIndies,4,India,Perth,won,182,10,44.2,4.1,,1,4 wickets,lost
ODI # 3625,06-Mar-15,India,6,West Indies,Perth,lost,185,6,39.1,4.72,183,2,4 wickets,won
ODI # 3626,07-Mar-15,SouthAfrica,3,Pakistan,Auckland,won,202,10,33.3,6.02,232,2,29 runs,lost
ODI # 3626,07-Mar-15,Pakistan,7,South Africa,Auckland,lost,222,10,46.4,4.75,,1,29 runs,won
